,sentence_no,word,pos,target
37095,4295,r,NN,B-RATING
37096,4295,rated,VBN,O
37097,4295,films,NNS,O
37098,4295,starring,VBG,O
37099,4295,jenny,NN,B-ACTOR
37100,4295,mccarthy,NN,I-ACTOR
37101,4295,in,IN,O
37102,4295,the,DT,O
37103,4295,past,JJ,B-YEAR
37104,4295,seven,CD,I-YEAR
37105,4295,decades,NNS,I-YEAR
37106,4296,are,VBP,O
37107,4296,there,RB,O
37108,4296,any,DT,O
37109,4296,highly,RB,B-RATINGS_AVERAGE
37110,4296,liked,JJ,I-RATINGS_AVERAGE
37111,4296,drama,NN,B-GENRE
37112,4296,movies,NNS,O
37113,4296,starring,VBG,O
37114,4296,adam,NN,B-ACTOR
37115,4296,sandler,NN,I-ACTOR
37116,4297,are,VBP,O
37117,4297,there,RB,O
37118,4297,any,DT,O
37119,4297,highly,RB,B-RATINGS_AVERAGE
37120,4297,recommended,JJ,I-RATINGS_AVERAGE
37121,4297,unrated,JJ,B-RATING
37122,4297,emotional,JJ,B-GENRE
37123,4297,movies,NNS,O
37124,4298,are,VBP,O
37125,4298,there,EX,O
37126,4298,any,DT,O
37127,4298,historical,JJ,B-GENRE
37128,4298,pg,NN,B-RATING
37129,4298,13,CD,I-RATING
37130,4298,movies,NNS,O
37131,4298,by,IN,O
37132,4298,john,NN,B-DIRECTOR
37133,4298,huston,NN,I-DIRECTOR
37134,4299,are,VBP,O
37135,4299,there,EX,O
37136,4299,any,DT,O
37137,4299,historical,JJ,B-GENRE
37138,4299,films,NNS,O
37139,4299,that,WDT,O
37140,4299,were,VBD,O
37141,4299,directed,VBN,O
37142,4299,by,IN,O
37143,4299,charles,NNS,B-DIRECTOR
37144,4299,chaplin,NNS,I-DIRECTOR
37145,4300,are,VBP,O
37146,4300,there,EX,O
37147,4300,any,DT,O
37148,4300,horror,NN,B-GENRE
37149,4300,movies,NNS,O
37150,4300,directed,VBN,O
37151,4300,by,IN,O
37152,4300,peter,NN,B-DIRECTOR
37153,4300,jackson,NN,I-DIRECTOR
37154,4301,are,VBP,O
37155,4301,there,EX,O
37156,4301,any,DT,O
37157,4301,horror,NN,B-GENRE
37158,4301,movies,NNS,O
37159,4301,liked,VBN,B-RATINGS_AVERAGE
37160,4301,by,IN,I-RATINGS_AVERAGE
37161,4301,many,JJ,I-RATINGS_AVERAGE
37162,4301,starring,VBG,O
37163,4301,tucker,NN,B-ACTOR
37164,4301,smallwood,NN,I-ACTOR
37165,4301,from,IN,O
37166,4301,the,DT,O
37167,4301,past,JJ,B-YEAR
37168,4301,four,CD,I-YEAR
37169,4301,decades,NNS,I-YEAR
37170,4302,are,VBP,O
37171,4302,there,EX,O
37172,4302,any,DT,O
37173,4302,kid,NN,B-GENRE
37174,4302,movies,NNS,O
37175,4302,about,IN,O
37176,4302,levitation,NN,B-PLOT
37177,4302,that,WDT,O
37178,4302,are,VBP,O
37179,4302,pg,JJ,B-RATING
37180,4302,13,CD,I-RATING
37181,4303,are,VBP,O
37182,4303,there,EX,O
37183,4303,any,DT,O
37184,4303,marriage,NN,B-PLOT
37185,4303,movies,NNS,O
37186,4303,with,IN,O
37187,4303,a,DT,O
37188,4303,seven,CD,B-RATINGS_AVERAGE
37189,4303,stars,NNS,I-RATINGS_AVERAGE
37190,4303,rating,NN,O
37191,4303,starring,VBG,O
37192,4303,sheree,JJ,B-ACTOR
37193,4303,j,NN,I-ACTOR
37194,4303,wilson,NN,I-ACTOR
37195,4303,from,IN,O
37196,4303,the,DT,O
37197,4303,last,JJ,B-YEAR
37198,4303,three,CD,I-YEAR
37199,4303,years,NNS,I-YEAR
37200,4304,are,VBP,O
37201,4304,there,EX,O
37202,4304,any,DT,O
37203,4304,mediocre,NN,B-RATINGS_AVERAGE
37204,4304,and,CC,O
37205,4304,g,NN,B-RATING
37206,4304,rated,VBN,O
37207,4304,films,NNS,O
37208,4304,starring,VBG,O
37209,4304,jeff,NN,B-ACTOR
37210,4304,bridges,NNS,I-ACTOR
37211,4304,from,IN,O
37212,4304,1990,CD,B-YEAR
37213,4305,are,VBP,O
37214,4305,there,EX,O
37215,4305,any,DT,O
37216,4305,movies,NNS,O
37217,4305,about,IN,O
37218,4305,novocaine,NN,B-TITLE
37219,4306,are,VBP,O
37220,4306,there,EX,O
37221,4306,any,DT,O
37222,4306,movies,NNS,O
37223,4306,about,IN,O
37224,4306,escape,NN,B-PLOT
37225,4307,are,VBP,O
37226,4307,there,EX,O
37227,4307,any,DT,O
37228,4307,movies,NNS,O
37229,4307,about,IN,O
37230,4307,explosions,NNS,B-PLOT
37231,4307,that,WDT,O
37232,4307,starred,VBD,O
37233,4307,marilyn,RBS,B-ACTOR
37234,4307,monroe,NN,I-ACTOR
37235,4307,in,IN,O
37236,4307,the,DT,O
37237,4307,last,JJ,B-YEAR
37238,4307,three,CD,I-YEAR
37239,4307,decades,NNS,I-YEAR
37240,4307,that,WDT,O
37241,4307,were,VBD,O
37242,4307,also,RB,O
37243,4307,rated,VBN,O
37244,4307,pg,JJ,B-RATING
37245,4307,13,CD,I-RATING
37246,4307,and,CC,O
37247,4307,an,DT,O
37248,4307,average,JJ,O
37249,4307,rating,NN,O
37250,4307,of,IN,O
37251,4307,five,CD,B-RATINGS_AVERAGE
37252,4308,are,VBP,O
37253,4308,there,EX,O
37254,4308,any,DT,O
37255,4308,movies,NNS,O
37256,4308,about,IN,O
37257,4308,redemption,NN,B-PLOT
37258,4308,directed,VBN,O
37259,4308,by,IN,O
37260,4308,matthew,NN,B-DIRECTOR
37261,4308,kohnen,NN,I-DIRECTOR
37262,4309,are,VBP,O
37263,4309,there,EX,O
37264,4309,any,DT,O
37265,4309,movies,NNS,O
37266,4309,about,IN,O
37267,4309,the,DT,O
37268,4309,navy,NN,B-PLOT
37269,4309,from,IN,O
37270,4309,the,DT,O
37271,4309,last,JJ,B-YEAR
37272,4309,ten,JJ,I-YEAR
37273,4309,years,NNS,I-YEAR
37274,4309,that,WDT,O
37275,4309,are,VBP,O
37276,4309,rated,VBN,O
37277,4309,pg,JJ,B-RATING
37278,4309,13,CD,I-RATING
37279,4310,are,VBP,O
37280,4310,there,EX,O
37281,4310,any,DT,O
37282,4310,movies,NNS,O
37283,4310,that,WDT,O
37284,4310,were,VBD,O
37285,4310,received,VBN,B-RATINGS_AVERAGE
37286,4310,well,RB,I-RATINGS_AVERAGE
37287,4310,starring,VBG,O
37288,4310,jean,NN,B-ACTOR
37289,4310,arthur,NN,I-ACTOR
37290,4310,with,IN,O
37291,4310,a,DT,O
37292,4310,plot,NN,O
37293,4310,about,IN,O
37294,4310,a,DT,O
37295,4310,sorcerer,NN,B-PLOT
37296,4311,are,VBP,O
37297,4311,there,EX,O
37298,4311,any,DT,O
37299,4311,movies,NNS,O
37300,4311,with,IN,O
37301,4311,killing,VBG,B-TITLE
37302,4311,bin,JJ,I-TITLE
37303,4311,laden,NN,I-TITLE
37304,4311,as,IN,O
37305,4311,the,DT,O
37306,4311,title,NN,O
37307,4312,are,VBP,O
37308,4312,there,EX,O
37309,4312,any,DT,O
37310,4312,movies,NNS,O
37311,4312,with,IN,O
37312,4312,sofia,JJ,B-DIRECTOR
37313,4312,coppola,NN,I-DIRECTOR
37314,4312,as,IN,O
37315,4312,director,NN,O
37316,4313,are,VBP,O
37317,4313,there,EX,O
37318,4313,any,DT,O
37319,4313,musicals,NNS,B-GENRE
37320,4313,starring,VBG,O
37321,4313,marilyn,NN,B-ACTOR
37322,4313,monroe,NN,I-ACTOR
37323,4314,are,VBP,O
37324,4314,there,EX,O
37325,4314,any,DT,O
37326,4314,must,MD,B-RATINGS_AVERAGE
37327,4314,see,VB,I-RATINGS_AVERAGE
37328,4314,thriller,JJ,B-GENRE
37329,4314,movies,NNS,O
37330,4314,in,IN,O
37331,4314,the,DT,O
37332,4314,theaters,NNS,O
37333,4314,right,RB,O
37334,4314,now,RB,O
37335,4315,are,VBP,O
37336,4315,there,EX,O
37337,4315,any,DT,O
37338,4315,must,MD,B-RATINGS_AVERAGE
37339,4315,see,VB,I-RATINGS_AVERAGE
37340,4315,thriller,NN,B-GENRE
37341,4315,movies,NNS,O
37342,4315,that,WDT,O
37343,4315,are,VBP,O
37344,4315,rated,VBN,O
37345,4315,pg,JJ,B-RATING
37346,4315,and,CC,O
37347,4315,set,VBN,O
37348,4315,in,IN,O
37349,4315,a,DT,O
37350,4315,mental,JJ,B-PLOT
37351,4315,hospital,NN,I-PLOT
37352,4316,are,VBP,O
37353,4316,there,EX,O
37354,4316,any,DT,O
37355,4316,must,MD,B-RATINGS_AVERAGE
37356,4316,see,VB,I-RATINGS_AVERAGE
37357,4316,unrated,JJ,B-RATING
37358,4316,disney,NN,B-GENRE
37359,4316,movies,NNS,O
37360,4316,made,VBN,O
37361,4316,within,IN,O
37362,4316,the,DT,O
37363,4316,last,JJ,B-YEAR
37364,4316,seven,CD,I-YEAR
37365,4316,years,NNS,I-YEAR
37366,4317,are,VBP,O
37367,4317,there,EX,O
37368,4317,any,DT,O
37369,4317,mystery,NN,B-GENRE
37370,4317,movie,NN,O
37371,4317,with,IN,O
37372,4317,ron,NN,B-DIRECTOR
37373,4317,howard,NN,I-DIRECTOR
37374,4317,as,IN,O
37375,4317,the,DT,O
37376,4317,director,NN,O
37377,4318,are,VBP,O
37378,4318,there,EX,O
37379,4318,any,DT,O
37380,4318,mystery,NN,B-GENRE
37381,4318,movies,NNS,O
37382,4318,in,IN,O
37383,4318,the,DT,O
37384,4318,last,JJ,B-YEAR
37385,4318,seven,CD,I-YEAR
37386,4318,years,NNS,I-YEAR
37387,4318,with,IN,O
37388,4318,carol,NN,B-ACTOR
37389,4318,burnette,NN,I-ACTOR
37390,4318,that,WDT,O
37391,4318,were,VBD,O
37392,4318,rated,VBN,O
37393,4318,very,RB,B-RATINGS_AVERAGE
37394,4318,good,JJ,I-RATINGS_AVERAGE
37395,4319,are,VBP,O
37396,4319,there,EX,O
37397,4319,any,DT,O
37398,4319,mystery,NN,B-GENRE
37399,4319,movies,NNS,O
37400,4319,that,WDT,O
37401,4319,had,VBD,O
37402,4319,a,DT,O
37403,4319,very,RB,B-RATINGS_AVERAGE
37404,4319,good,JJ,I-RATINGS_AVERAGE
37405,4319,or,CC,O
37406,4319,better,JJR,O
37407,4319,rating,NN,O
37408,4320,are,VBP,O
37409,4320,there,EX,O
37410,4320,any,DT,O
37411,4320,old,JJ,O
37412,4320,unrated,JJ,B-RATING
37413,4320,1940,CD,B-YEAR
37414,4320,era,NN,O
37415,4320,comedies,NNS,B-GENRE
37416,4320,directed,VBN,O
37417,4320,by,IN,O
37418,4320,richard,NN,B-DIRECTOR
37419,4320,dutcher,NN,I-DIRECTOR
37420,4321,are,VBP,O
37421,4321,there,EX,O
37422,4321,any,DT,O
37423,4321,rated,VBD,O
37424,4321,r,JJ,B-RATING
37425,4321,fantasy,NN,B-GENRE
37426,4321,movies,NNS,O
37427,4322,are,VBP,O
37428,4322,there,EX,O
37429,4322,any,DT,O
37430,4322,rated,VBD,O
37431,4322,r,JJ,B-RATING
37432,4322,military,JJ,B-GENRE
37433,4322,films,NNS,O
37434,4322,that,WDT,O
37435,4322,was,VBD,O
37436,4322,rated,VBN,O
37437,4322,an,DT,O
37438,4322,eight,CD,B-RATINGS_AVERAGE
37439,4322,that,WDT,O
37440,4322,stars,VBZ,O
37441,4322,rob,VBP,B-ACTOR
37442,4322,estes,NNS,I-ACTOR
37443,4323,are,VBP,O
37444,4323,there,EX,O
37445,4323,any,DT,O
37446,4323,really,RB,O
37447,4323,good,JJ,O
37448,4323,family,NN,B-GENRE
37449,4323,films,NNS,O
37450,4323,with,IN,O
37451,4323,a,DT,O
37452,4323,five,CD,B-RATINGS_AVERAGE
37453,4323,rating,NN,O
37454,4324,are,VBP,O
37455,4324,there,EX,O
37456,4324,any,DT,O
37457,4324,really,RB,B-RATINGS_AVERAGE
37458,4324,good,JJ,I-RATINGS_AVERAGE
37459,4324,war,NN,B-GENRE
37460,4324,films,NNS,O
37461,4324,by,IN,O
37462,4324,director,NN,O
37463,4324,jorma,NN,B-DIRECTOR
37464,4324,taccone,NN,I-DIRECTOR
37465,4325,are,VBP,O
37466,4325,there,EX,O
37467,4325,any,DT,O
37468,4325,really,RB,B-RATINGS_AVERAGE
37469,4325,popular,JJ,I-RATINGS_AVERAGE
37470,4325,film,NN,B-GENRE
37471,4325,noir,NN,I-GENRE
37472,4325,in,IN,O
37473,4325,the,DT,O
37474,4325,last,JJ,B-YEAR
37475,4325,nine,CD,I-YEAR
37476,4325,decades,NNS,I-YEAR
37477,4326,are,VBP,O
37478,4326,there,RB,O
37479,4326,any,DT,O
37480,4326,recent,JJ,O
37481,4326,teen,JJ,B-GENRE
37482,4326,movies,NNS,O
37483,4326,that,WDT,O
37484,4326,received,VBD,O
37485,4326,nine,CD,B-RATINGS_AVERAGE
37486,4326,stars,NNS,I-RATINGS_AVERAGE
37487,4326,and,CC,I-RATINGS_AVERAGE
37488,4326,above,VB,I-RATINGS_AVERAGE
37489,4327,are,VBP,O
37490,4327,there,RB,O
37491,4327,any,DT,O
37492,4327,relationship,NN,B-PLOT
37493,4327,centered,VBD,O
37494,4327,1950,CD,B-YEAR
37495,4327,s,NN,I-YEAR
37496,4327,movies,NNS,O
37497,4327,directed,VBN,O
37498,4327,by,IN,O
37499,4327,norman,JJ,B-DIRECTOR
37500,4327,tokar,NN,I-DIRECTOR
37501,4327,that,WDT,O
37502,4327,are,VBP,O
37503,4327,rated,VBN,O
37504,4327,as,IN,O
37505,4327,ok,NN,B-RATINGS_AVERAGE
37506,4328,are,VBP,O
37507,4328,there,EX,O
37508,4328,any,DT,O
37509,4328,reviews,NNS,O
37510,4328,for,IN,O
37511,4328,the,DT,O
37512,4328,film,NN,O
37513,4328,night,NN,B-TITLE
37514,4328,train,NN,I-TITLE
37515,4329,are,VBP,O
37516,4329,there,EX,O
37517,4329,any,DT,O
37518,4329,romantic,JJ,B-GENRE
37519,4329,dramas,NN,I-GENRE
37520,4329,with,IN,O
37521,4329,a,DT,O
37522,4329,four,CD,B-RATINGS_AVERAGE
37523,4329,star,NN,O
37524,4329,rating,NN,O
37525,4329,available,JJ,O
37526,4330,are,VBP,O
37527,4330,there,EX,O
37528,4330,any,DT,O
37529,4330,sci,NN,B-GENRE
37530,4330,fi,JJ,I-GENRE
37531,4330,films,NNS,O
37532,4330,past,JJ,B-YEAR
37533,4330,nine,CD,I-YEAR
37534,4330,decades,NNS,I-YEAR
37535,4330,ago,IN,O
37536,4331,are,VBP,O
37537,4331,there,EX,O
37538,4331,any,DT,O
37539,4331,short,JJ,B-GENRE
37540,4331,films,NNS,O
37541,4331,rated,VBD,O
37542,4331,pg,JJ,B-RATING
37543,4331,13,CD,I-RATING
37544,4331,made,VBN,O
37545,4331,in,IN,O
37546,4331,the,DT,O
37547,4331,2000,CD,B-YEAR
37548,4331,s,NN,I-YEAR
37549,4331,that,WDT,O
37550,4331,people,NNS,O
37551,4331,thought,VBP,O
37552,4331,were,VBD,O
37553,4331,very,RB,B-RATINGS_AVERAGE
37554,4331,good,JJ,I-RATINGS_AVERAGE
37555,4332,are,VBP,O
37556,4332,there,EX,O
37557,4332,any,DT,O
37558,4332,short,JJ,B-GENRE
37559,4332,films,NNS,O
37560,4332,with,IN,O
37561,4332,cindy,JJ,B-ACTOR
37562,4332,crawford,NN,I-ACTOR
37563,4333,are,VBP,O
37564,4333,there,EX,O
37565,4333,any,DT,O
37566,4333,unrated,JJ,B-RATING
37567,4333,adventure,NN,B-GENRE
37568,4333,films,NNS,O
37569,4333,with,IN,O
37570,4333,actor,NN,O
37571,4333,andy,NN,B-ACTOR
37572,4333,lau,NN,I-ACTOR
37573,4334,are,VBP,O
37574,4334,there,EX,O
37575,4334,any,DT,O
37576,4334,very,RB,B-RATINGS_AVERAGE
37577,4334,good,JJ,I-RATINGS_AVERAGE
37578,4334,mockumentary,JJ,B-GENRE
37579,4334,films,NNS,O
37580,4334,about,IN,O
37581,4334,social,JJ,B-PLOT
37582,4334,development,NN,I-PLOT
37583,4335,are,VBP,O
37584,4335,there,EX,O
37585,4335,any,DT,O
37586,4335,war,NN,B-GENRE
37587,4335,films,NNS,O
37588,4335,by,IN,O
37589,4335,vincente,NN,B-DIRECTOR
37590,4335,minnelli,NNS,I-DIRECTOR
37591,4335,that,WDT,O
37592,4335,were,VBD,O
37593,4335,rating,NN,O
37594,4335,nc,JJ,B-RATING
37595,4335,17,CD,I-RATING
37596,4335,and,CC,O
37597,4335,people,NNS,O
37598,4335,said,VBD,O
37599,4335,was,VBD,O
37600,4335,all,DT,B-RATINGS_AVERAGE
37601,4335,right,NN,I-RATINGS_AVERAGE
37602,4336,are,VBP,O
37603,4336,there,EX,O
37604,4336,any,DT,O
37605,4336,war,NN,B-GENRE
37606,4336,films,NNS,O
37607,4336,with,IN,O
37608,4336,a,DT,O
37609,4336,gunfight,NN,B-PLOT
37610,4337,are,VBP,O
37611,4337,there,EX,O
37612,4337,any,DT,O
37613,4337,war,NN,B-GENRE
37614,4337,movies,NNS,O
37615,4337,that,WDT,O
37616,4337,were,VBD,O
37617,4337,made,VBN,O
37618,4337,this,DT,B-YEAR
37619,4337,year,NN,I-YEAR
37620,4338,are,VBP,O
37621,4338,there,EX,O
37622,4338,any,DT,O
37623,4338,well,RB,B-RATINGS_AVERAGE
37624,4338,rated,VBN,I-RATINGS_AVERAGE
37625,4338,r,JJ,B-RATING
37626,4338,movies,NNS,O
37627,4338,from,IN,O
37628,4338,1970,CD,B-YEAR
37629,4338,directed,VBN,O
37630,4338,by,IN,O
37631,4338,josh,NN,B-DIRECTOR
37632,4338,appignanesi,NN,I-DIRECTOR
37633,4338,about,IN,O
37634,4338,a,DT,O
37635,4338,sorcerer,NN,B-PLOT
37636,4339,are,VBP,O
37637,4339,there,EX,O
37638,4339,any,DT,O
37639,4339,western,JJ,B-GENRE
37640,4339,movies,NNS,O
37641,4339,directed,VBN,O
37642,4339,by,IN,O
37643,4339,tim,JJ,B-DIRECTOR
37644,4339,burton,NN,I-DIRECTOR
37645,4340,are,VBP,O
37646,4340,there,EX,O
37647,4340,are,VBP,O
37648,4340,movies,NNS,O
37649,4340,about,IN,O
37650,4340,levitation,NN,B-PLOT
37651,4341,are,VBP,O
37652,4341,there,RB,O
37653,4341,some,DT,O
37654,4341,musical,JJ,B-GENRE
37655,4341,movies,NNS,O
37656,4341,released,VBN,O
37657,4341,in,IN,O
37658,4341,the,DT,O
37659,4341,last,JJ,B-YEAR
37660,4341,nine,CD,I-YEAR
37661,4341,decades,NNS,I-YEAR
37662,4341,that,WDT,O
37663,4341,are,VBP,O
37664,4341,rated,VBN,O
37665,4341,pg,JJ,B-RATING
37666,4341,and,CC,O
37667,4341,average,JJ,O
37668,4341,an,DT,O
37669,4341,eight,CD,B-RATINGS_AVERAGE
37670,4341,rating,NN,O
37671,4342,are,VBP,O
37672,4342,you,PRP,O
37673,4342,excited,JJ,O
37674,4342,to,TO,O
37675,4342,see,VB,O
37676,4342,zombies,NNS,B-TITLE
37677,4342,of,IN,I-TITLE
37678,4342,the,DT,I-TITLE
37679,4342,stratosphere,JJ,I-TITLE
37680,4342,1,CD,I-TITLE
37681,4342,x,$,I-TITLE
37682,4342,01,CD,I-TITLE
37683,4343,ashley,NN,B-DIRECTOR
37684,4343,horner,NN,I-DIRECTOR
37685,4343,directed,VBD,O
37686,4343,this,DT,O
37687,4343,scary,JJ,B-GENRE
37688,4343,pg,NN,B-RATING
37689,4343,13,CD,I-RATING
37690,4343,film,NN,O
37691,4343,with,IN,O
37692,4343,excellent,JJ,B-RATINGS_AVERAGE
37693,4343,ratings,NNS,I-RATINGS_AVERAGE
37694,4344,audiences,NNS,O
37695,4344,gave,VBD,O
37696,4344,a,DT,O
37697,4344,mediocre,NN,B-RATINGS_AVERAGE
37698,4344,rating,NN,O
37699,4344,to,TO,O
37700,4344,this,DT,O
37701,4344,1950,CD,B-YEAR
37702,4344,sci,NN,B-GENRE
37703,4344,fi,VBD,I-GENRE
37704,4344,film,NN,O
37705,4344,with,IN,O
37706,4344,matthew,NN,B-ACTOR
37707,4344,modine,NN,I-ACTOR
37708,4345,back,RB,O
37709,4345,in,IN,O
37710,4345,the,DT,O
37711,4345,1960,CD,B-YEAR
37712,4345,s,NN,I-YEAR
37713,4345,was,VBD,O
37714,4345,there,EX,O
37715,4345,an,DT,O
37716,4345,r,NN,B-RATING
37717,4345,rated,VBD,O
37718,4345,mockumentary,JJ,B-GENRE
37719,4345,featuring,NN,O
37720,4345,jack,NN,B-ACTOR
37721,4345,lemmon,NN,I-ACTOR
37722,4346,back,RB,O
37723,4346,when,WRB,O
37724,4346,he,PRP,O
37725,4346,was,VBD,O
37726,4346,very,RB,B-RATINGS_AVERAGE
37727,4346,popular,JJ,I-RATINGS_AVERAGE
37728,4346,did,VBD,O
37729,4346,michael,VB,B-ACTOR
37730,4346,bergin,NN,I-ACTOR
37731,4346,ever,RB,O
37732,4346,star,VBZ,O
37733,4346,in,IN,O
37734,4346,a,DT,O
37735,4346,movie,NN,O
37736,4346,that,WDT,O
37737,4346,takes,VBZ,O
37738,4346,place,NN,O
37739,4346,on,IN,O
37740,4346,post,NN,B-PLOT
37741,4346,apocalypse,NN,I-PLOT
37742,4346,earth,NN,O
37743,4347,based,VBN,O
37744,4347,in,IN,O
37745,4347,the,DT,O
37746,4347,year,NN,O
37747,4347,1940,CD,B-YEAR
37748,4347,s,NN,O
37749,4347,was,VBD,O
37750,4347,there,EX,O
37751,4347,a,DT,O
37752,4347,thriller,NN,B-GENRE
37753,4347,starring,VBG,O
37754,4347,denzel,JJ,B-ACTOR
37755,4347,washington,NN,I-ACTOR
37756,4348,being,VBG,B-TITLE
37757,4348,john,NN,I-TITLE
37758,4348,malkovich,NN,I-TITLE
37759,4348,was,VBD,O
37760,4348,released,VBN,O
37761,4348,in,IN,O
37762,4348,what,WP,O
37763,4348,year,NN,O
37764,4349,bill,NN,B-DIRECTOR
37765,4349,kopp,VBZ,I-DIRECTOR
37766,4349,directed,VBD,O
37767,4349,a,DT,O
37768,4349,western,JJ,B-GENRE
37769,4349,in,IN,O
37770,4349,the,DT,O
37771,4349,year,NN,O
37772,4349,2000,CD,B-YEAR
37773,4349,that,WDT,O
37774,4349,was,VBD,O
37775,4349,both,DT,O
37776,4349,unrated,JJ,B-RATING
37777,4349,and,CC,O
37778,4349,highly,RB,B-RATINGS_AVERAGE
37779,4349,rated,VBN,I-RATINGS_AVERAGE
37780,4350,bring,VBG,O
37781,4350,up,RP,O
37782,4350,a,DT,O
37783,4350,listing,NN,O
37784,4350,for,IN,O
37785,4350,farewell,NN,B-TITLE
37786,4350,to,TO,I-TITLE
37787,4350,the,DT,I-TITLE
37788,4350,king,NN,I-TITLE
37789,4351,callan,NN,B-ACTOR
37790,4351,mulvey,RBS,I-ACTOR
37791,4351,starred,VBN,O
37792,4351,in,IN,O
37793,4351,what,WP,O
37794,4351,1980,CD,B-YEAR
37795,4351,family,NN,B-GENRE
37796,4351,film,NN,O
37797,4351,with,IN,O
37798,4351,an,DT,O
37799,4351,nc,JJ,B-RATING
37800,4351,17,CD,I-RATING
37801,4351,rating,NN,O
37802,4352,can,MD,O
37803,4352,i,VB,O
37804,4352,find,VBP,O
37805,4352,pelican,JJ,B-TITLE
37806,4352,blood,NN,I-TITLE
37807,4352,on,IN,O
37808,4352,dvd,NN,O
37809,4353,can,MD,O
37810,4353,i,VB,O
37811,4353,get,VB,O
37812,4353,mr,JJ,B-TITLE
37813,4353,hobbs,NN,I-TITLE
37814,4353,takes,VBZ,I-TITLE
37815,4353,a,DT,I-TITLE
37816,4353,vacation,NN,I-TITLE
37817,4354,can,MD,O
37818,4354,i,VB,O
37819,4354,get,VB,O
37820,4354,a,DT,O
37821,4354,pg,JJ,B-RATING
37822,4354,history,NN,B-GENRE
37823,4354,movie,NN,O
37824,4354,from,IN,O
37825,4354,the,DT,O
37826,4354,last,JJ,B-YEAR
37827,4354,two,CD,I-YEAR
37828,4354,years,NNS,I-YEAR
37829,4354,that,IN,O
37830,4354,stars,VBZ,O
37831,4354,samuel,JJ,B-ACTOR
37832,4354,l,NN,I-ACTOR
37833,4354,jackson,NN,I-ACTOR
37834,4355,can,MD,O
37835,4355,i,VB,O
37836,4355,get,VB,O
37837,4355,a,DT,O
37838,4355,fantasy,JJ,B-GENRE
37839,4355,movie,NN,O
37840,4355,that,WDT,O
37841,4355,was,VBD,O
37842,4355,made,VBN,O
37843,4355,this,DT,B-YEAR
37844,4355,year,NN,I-YEAR
37845,4356,can,MD,O
37846,4356,i,VB,O
37847,4356,get,VB,O
37848,4356,a,DT,O
37849,4356,list,NN,O
37850,4356,of,IN,O
37851,4356,some,DT,O
37852,4356,g,NN,B-RATING
37853,4356,rated,VBN,O
37854,4356,war,NN,B-GENRE
37855,4356,movies,NNS,O
37856,4357,can,MD,O
37857,4357,i,VB,O
37858,4357,have,VBP,O
37859,4357,a,DT,O
37860,4357,list,NN,O
37861,4357,of,IN,O
37862,4357,all,DT,O
37863,4357,action,NN,B-GENRE
37864,4357,movies,NNS,O
37865,4357,during,IN,O
37866,4357,the,DT,O
37867,4357,last,JJ,B-YEAR
37868,4357,eight,CD,I-YEAR
37869,4357,decades,NNS,I-YEAR
37870,4358,can,MD,O
37871,4358,i,VB,O
37872,4358,have,VBP,O
37873,4358,the,DT,O
37874,4358,title,NN,O
37875,4358,of,IN,O
37876,4358,a,DT,O
37877,4358,fantasy,JJ,B-GENRE
37878,4358,movie,NN,O
37879,4358,that,WDT,O
37880,4358,is,VBZ,O
37881,4358,about,IN,O
37882,4358,magic,JJ,B-PLOT
37883,4358,wands,NNS,I-PLOT
37884,4359,can,MD,O
37885,4359,i,VB,O
37886,4359,see,VB,O
37887,4359,all,DT,O
37888,4359,child,VB,B-GENRE
37889,4359,movies,NNS,O
37890,4359,about,IN,O
37891,4359,wilderness,NN,B-PLOT
37892,4359,in,IN,O
37893,4359,the,DT,O
37894,4359,last,JJ,B-YEAR
37895,4359,seven,CD,I-YEAR
37896,4359,decades,NNS,I-YEAR
37897,4360,can,MD,O
37898,4360,anyone,NN,O
37899,4360,suggest,VB,O
37900,4360,a,DT,O
37901,4360,military,JJ,B-GENRE
37902,4360,movie,NN,O
37903,4360,that,WDT,O
37904,4360,is,VBZ,O
37905,4360,rated,VBN,O
37906,4360,g,NN,B-RATING
37907,4360,from,IN,O
37908,4360,the,DT,O
37909,4360,past,JJ,B-YEAR
37910,4360,two,CD,I-YEAR
37911,4360,decades,NNS,I-YEAR
37912,4361,can,MD,O
37913,4361,you,PRP,O
37914,4361,find,VB,O
37915,4361,a,DT,O
37916,4361,pg,NN,B-RATING
37917,4361,13,CD,I-RATING
37918,4361,kevin,NN,B-DIRECTOR
37919,4361,gendreau,NN,I-DIRECTOR
37920,4361,crime,NN,B-GENRE
37921,4361,movie,NN,O
37922,4361,generally,RB,O
37923,4361,liked,VBN,B-RATINGS_AVERAGE
37924,4361,by,IN,I-RATINGS_AVERAGE
37925,4361,many,JJ,I-RATINGS_AVERAGE
37926,4362,can,MD,O
37927,4362,you,PRP,O
37928,4362,find,VB,O
37929,4362,a,DT,O
37930,4362,very,RB,B-RATINGS_AVERAGE
37931,4362,good,JJ,I-RATINGS_AVERAGE
37932,4362,move,NN,O
37933,4362,about,IN,O
37934,4362,insanity,NN,B-PLOT
37935,4362,directed,VBN,O
37936,4362,by,IN,O
37937,4362,james,NNS,B-DIRECTOR
37938,4362,quattrochi,NNS,I-DIRECTOR
37939,4362,that,WDT,O
37940,4362,has,VBZ,O
37941,4362,a,DT,O
37942,4362,pg,JJ,B-RATING
37943,4362,13,CD,I-RATING
37944,4362,rating,NN,O
